だったら,ごとだっ,だったか,すること
"['\u3000恋に酔ってやらかすのもだいぶあれではあるが、それでもましだったらしい。', '「それだったら婚約者を魅了しちゃえば浮気もされないんじゃね？」']",['\u3000日々研究で疲れた研究員の、酒の席でのたわごとだった。'],['\u3000当時の状況がいかに深刻だったか、わかるというもの。'],"['\u3000令嬢は男性の国とは別の、いわゆるお隣さんの国から輿入れすることになっている。', '\u3000元より政略結婚をすることは覚悟していたし、相手の男性もそれは同じだろうと思っている。']"
