ズタボロ,トースタ
['「姉が６歳の時にその母も亡くなりました。父方の親戚に命じられた悪漢に、それはもうズタボロに殺されたのです。理由は、母と浮気していた父が離婚されて、蓮寺家と縁が切れるのを恐れたため。蓮寺家は父を『どうでもいいもの』として浮気も気にしてなかったので、思い込みと勘違いによる、完全な無駄死にですが。この勘違い加減はさすが血縁ですね」'],['離れで掃除洗濯ちょっとした料理やお菓子作りを趣味としてやっているのが耳に入ったらしい。姉は何もしてない。私が作った菓子を自分で作ったと言って学校で振舞ってるが、どうでもいいので放置している。家では包丁どころかトースターにすら触ったことないけど。まだ修業期間だし、バイトとして雇えない年齢だからお小遣い程度しか出せないけど、賃金も出ると聞いては迷う理由もない。もとより、大金持ちの豪邸の使用人なんて魅力的すぎる。']
