クラバク,ハッキリ,サンブラ,コクオー,ワーアップ,トースタ,スーパー,ランプス,ウトブリ,ガシャコン,ウルフカ,モロコシ,コンプリ,ポッキリ,クイバラ
1,1,6,3,1,1,1,1,2,1,1,1,1,1,1
