かつかつ,ほっほっ,ぴちぴち,びくびく,うずうず,ふさふさ,ふわふわ,からから
['\u3000逆に観光客を見込んだ宿屋などはどこもかつかつの状態であり、そういった店は二代目に継がせることもできず潰れていく。\n'],['「ほっほっほ……みなの者、うろたえなさるな」\n'],['\u3000ぴちぴちで胸元の開いた服を着ていて、しゃがめばぱんつが見えそうな超みにのたいとすかーとをはいている。\n'],['\u3000青年はびくびくと痙攣した。\n'],['「あんた、そういうのは先に言わないと……蘇生できる連中に殺されるよ。連中、暇にあかせて改造した蘇生術を試したくてうずうずしてるんだから」\n'],['\u3000じじいはふさふさの眉毛に隠れた目を優しく周囲に向け、\n'],['「はーぴーに興奮せぬ男など、男ではなかろう。あの露出度はもとより、翼と化した両腕や、ふわふわとした茶色い羽毛……平べったく小さな体つきを見て、抱きしめたい、翼を枕に添い寝したいと思わなかった男など、おるまい」\n'],['\u3000かうんたー席ぐらいしかない狭い店で、薄暗い店内には七つの丸いすつーると、たくさんのお酒、それからからおけましーんが存在した。\n']
