おいたら,するとこ,すっきり,おいしく,もこすっ,たっぱー,にこもり,ことだっ,だったか,すること,たらしく,たらふく,しばかり,かったら,ぶりだっ
1,1,1,1,1,2,1,1,1,3,1,1,1,1,1
