スタブリ,ムカメラ,パラパー,コンピュー,パーパッ,ドクグラ,コントロ,キクスイ,パッパラ,トボギー,ミリメー,ガッチリ,スカウト,キーパー,カップル,パラキュー,クスツー,ドーラン,パッチリ,キザクラ,クラスタ,スクラン,スーパー,フルオー,スクリュー,クラタタ,ワイトク,バックイ,パーカッ,キロメー,フットボ,コンバッ,ノースイ,ビカメラ,トクグラ,コンパク,サンドバ,コンプリ,トーチカ,ガクブル,コンサー,ドタバタ
1,1,1,7,1,133,8,1,2,1,1,2,3,1,1,1,1,10,1,1,8,1,1,6,2,1,1,1,1,2,1,5,1,6,1,1,1,1,2,2,1,1
