ざーから,はっきり,ぴーくだ,しながら,さんする,だったら,だったか,つけたら,たっぷり,さんから,けたとこ,なようね,くすどろ,からこそ,かったら,ばっちり
1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
