なみにこ,ぐつもり,ついてか,くださっ,わしだっ,のろらん,くらいじ,わしから,からこつ,うだから,ころだっ,だったか,うしばら,くらうと,がってく,すること,ずかしな,うしてく,しなかっ,さんはき,もりだっ,もわから,からのこ,めちゃくちゃ,ころから,わなかっ,かったか,ことがた,いそうだ,こしてく
1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,12,1,1,2,1,1,1,1,1,1,1,2,1,2,2
