わたわた,うじうじ,ふるふる
['驚いてわたわたしてるけど、誰も助けてくれないって。姉がまさか黒金様の顔を知らないとは思わなかった。最初から彼が来れば長々喋って、姉の妄想を証明する必要はなかったかもしれない。'],['うじうじと嘆く姉を適当にあしらう。これ以上の扱いを求めたらさすがに罰が当たるだろう。'],['姉はふるふると首を振って、目に涙を溜める。ぽろりと落ちる涙のなんと美しく魅せること。']
