らんこと,きくする,からすた,にためら,はっきり,いがふら,するごと,うとする,うずうし,しながら,さっそく,さんこそ,たったか,かたんぐり,たらうら,ぐらいが,こうから,さんもそ,しなかっ,とっくに,すくから,うじする,ぶつかっ,たらふら,のしべり,からこそ,さっぱり,たらよろ,ばしべり,もりすく,いそうだ
1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1
