どきどき,ごつごつ,にこにこ,ひょろひょろ,うきうき
['【いいじゃん！！おっさんが相手だなんて斬新だし、このげーむが売れれば、自分も恋される側になれるのかと思えてどきどきしちゃうしね！】'],['生傷が絶えず、炭鉱場で鍛えたごつごつとした分厚い手の持ち主。'],['貴族のお家で雇われているからか、笑顔が絶えず、にこにことお話しするおじ様。'],['ひょろひょろで、日焼けなんかした事の無い真っ白な身体がこんぷれっくす。'],['なんて、うきうきと話を進めちゃった、このおっさん。いや、社長さん。']
