くすのさ,うとする,だったら,からつい,かっぷく,ぶりから,さんから,かったぶ,とっぷく,さくくい,すること,たらしく,ごろうざ,ぐちもり,ふさわし,がくぶる,しばたか,まごさぶ
1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1
