わくわく,じりじり
['\u3000自由な僕は、わくわくを胸に店の中を歩き始めた。'],['\u3000僕は自転車にまたがりお日様の下を走り出した。風は気持ち良かったけど、それでもじりじりと肌が焼き上がっていくほど熱い日差しだった。']
