ペットボ,ペッパー,クドツー,ウラジー,ムチプリン,ハラキリ,トログリ,サクラン,ハッピー,ガッシャー,スクドー,グラサン,ノサウル,スーパー,パープル,パラメー,カラフル,クスカリ,ブチケッ
2,2,6,7,1,2,1,1,1,1,1,1,4,2,3,3,1,6,1
