ばっちり,こつする,わなかっ,だったら,くらいが,うざがら,からぱー,からのさ,ごきぶり,しくする,すやつい,もそうだ
['ついでに暴言も吐かれたけど記録もばっちりだ'],['尻蹴飛ばしたりげんこつすると、ぱわはら扱いになるからめんどいんだよなぁ'],['まさか形見まで売られるとは思わなかった'],"['自分だったら新人殴ってる', '俺だったら役人につきだしてる']",['教育期間はぎるどによって違うけど、半年くらいが多いかな'],"['おっさん、新人冒険者達にうざがられ始める', 'うざがられるって何したんだよ、すれ主', 'うざがられたけどな']",['つい先日、新人くそ勘違い冒険者どもから「弱いやついらないからぱーてぃから出てけ」と言われる'],['元々は、経験皆無の新人冒険者が怪我したり死んだりしないためのぎるどからのさーびす制度みたいなもんだし'],"['巨大ごきぶりもんすたー', 'ごきぶりもんすたーはなぁ']",['ばかだなぁ新人には優しくするものだろ'],['早いやつだと初日からわがままかますやついる'],['魔物の倒し方もそうだけど、さばいばるの仕方に、怪我をした時の応急処置、魔物との戦闘回避、他にも実践を通して覚えることはある']
