まざまざ,ぎりぎり,きょろきょろ
['\u3000その中でもD君は特別でした。C君と同い年でありながら、D君は彼との格の違いをまざまざと見せつけることになります。まさに天才少年と呼ぶにふさわしい、あどけないその外見からは想像もつかないほどの実力者です。'],['\u3000H八段はたいとるを２期獲得していますが、A級にはたいとるを１０期以上つまり二桁獲得している棋士たちもいます。まさに桁違いといったところでしょうか。人間離れした怪物のような強さのH八段ですらA級での戦いは厳しかったようで、ぎりぎりでA級脱落は免れたものの負け越してしまいました。'],['\u3000将棋教室ではじめてD君と練習対局したときのことをC君はよく覚えています。何局指してもC君は勝てませんでした。C君は悔しくてどうしても勝ちたくて、一生懸命時間をかけて深く読んで指すのですが、D君の指し手はというと全く時間を使わず一瞬なのです。C君からすれば、お前になんて考えなくても勝てると言われているかのような気がして悔しくなります。そのうちD君は飽きてきたのか、周りの子の練習対局をきょろきょろしながら観察しだして、まるで心ここにあらずといった様子です。一方でC君は盤上に没頭し子供とは思えない鬼気迫る表情で一生懸命考え続けるのですが、それでもD君にはまるで敵いません。']
