ブラブイ,マジキチ,ベロチュー,クラスラ,ズタボロ,モジャモジ,トップク,マジガチ,メラハッ,サングラ,スッキリ,スカウト,ハッピー,カップル,ブリスタ,ブラコン,フカザワ,スットー,ブラブー,サッキー,グチコウ,グチャグチ,カチャカチ,ブストー,サンキュー
1,1,1,1,2,1,4,1,1,2,3,2,1,28,3,15,1,1,1,5,1,3,1,1,2
