はっきり,うしたら,こうから,もそこそ,にこうし,しなかっ,ことする,ちらこち
['「この際だから、はっきり言いましょうよ、亨さん」'],['\u3000理解はしたものの、次にどうしたらいいのかが思いつかなかった。'],['\u3000閉じられたどあ向こうからは女の嬌声。'],['\u3000亨は見た目いい男だし？仕事もそこそこできるし？'],['\u3000しかし、いつまでもここにこうしているのもどうなの？'],['\u3000私だって、まあ、そんな亨に『好きだ』って言われたら悪い気はしなかった。'],"['「私がそんなことするわけないじゃない」', '「な、なんでそんなことするんだよっ」']",['\u3000私用の鍵を使ってどあを開けてみれば、あちらこちらに脱ぎ捨てられていた男物と女物の服、そして下着。']
