しなかっ,がったか,うとする,さっそく,しながら
['\u3000かいてーるは、顔を顰めながら痛みに耐え、一言も発しなかった。'],['\u3000らんだりるの言葉を受け、ようやく立ち上がったかいてーるは、足を引きずるように食堂へと向かった。'],['\u3000かいてーるの喉元を掴みかかり締め上げようとするらんだりるを手で止め、るーふぁすが再びかいてーるに問うた。'],['「さっそく訓練を始めるか？それとも、軟弱なお貴族様だから、移動疲れで訓練は無理か？」'],['\u3000りーだー格の男が懐から短剣を取り出しながら言い放った。']
