がくがく,こつこつ,ぶるぶる
['？？（（（（がくがくぶるぶる））））\n'],['\u3000元々は生産職寄りの性格で、単純作業や地道な作業を繰り返すことが苦でないため、十五年のげーむ歴で単身でこつこつとぷれいして宇宙要塞まで建造した、引きこもり系廃人ぷれいやー。\n'],['？？（（（（がくがくぶるぶる））））\n']
