ざわめき,どーらん,おいたら,こそいら,ずかしく,しながら,くださっ,あはすっ,だったか,もそうだ,ずかしな,たらしく,しなかっ,はらする,もりだっ,ぶつかっ,うとしな,けたかっ
1,14,1,1,1,1,3,1,3,1,1,1,3,1,3,1,1,1
