がくがく,ぶるぶる
['\u3000それは本当の名前ではなかったのですが、あまりにも恐ろしい存在で出会った人は皆がくがくぶるぶるして「さ、たん……」てまともに喋る事もできなくなるから'],['\u3000それは本当の名前ではなかったのですが、あまりにも恐ろしい存在で出会った人は皆がくがくぶるぶるして「さ、たん……」てまともに喋る事もできなくなるから']
