わないじ,しなかっ,ぼやけた,めたから,かったか,だったか,もそうね,しながら,かすごく,もりだっ
['こんなの、政略結婚って言わないじゃない。'],['驚愕の声を上げた将軍に王太子は返事をしなかった。'],['その代わり、靴音がこちらに近づいてきて、私のぼやけた視界の中に青空が映り込んだ。'],['「そうだよ。将軍は日頃から働き詰めでね。この前私を殺しに来た暗殺者を仕留めたから、その褒美にと思って。へれんとの間に子供も出来るしね。時期的にもちょうどいいだろう？」'],"['そして、何事もなかったかのように彼女は私を振り返る事なく、宮廷医師と共に部屋を出て行く。', '「ふふっ。ついに殺しちゃったか。まあ、この女は役に立たなかったから別にいいけど」']","['「ねぇ、殿下。貴方あの子……、誰だったかしら？名前忘れてしまったわ。まあいいわ。平民の愛妾を下賜するのですって？」', '「あれ？さっきへれんがこの部屋に入った気がしたんだけど、気のせいだったかな？」']",['「それもそうね」'],['誰に言い聞かせるまでもなく、心の中で浮かんで苦い跡を残しながら消えていった言葉。'],['なんだかすごく、愛されている気がするじゃない。'],['「まあ、元々１年程で愛妾は下賜させるつもりだったからちょうどいいよ」']
