だったら,うしたら,かったら,かったか,とっくに,たっつー,ことする,うとする,どさくさ,もそうだ
['「ありがとうございました。一人だったらわたくし、泣いてしまいそうでした」'],['「それもそうだな。父上に頼めば全く言い逃れできない証拠も揃うだろう。そうしたら貴様の終わりだな、まりえ・びびっと！」'],"['いじめに関しては荒唐無稽な事実無根、もしくはへれん嬢の自作自演である事が隠密の調査でわかった。王子の気を引きたかったらしい。普通に考えりゃ、分かるよなぁ。', 'あの日の婚約破棄がなかったら、この幸せはなかったと、今はそう思う。']",['まりえ嬢はやっぱり首を傾げている。あれ、今の説明わかりにくかったかな。その姿は王子様方にはいかにも惚けているように見えたのか、怒りをあらわにする。'],['第三王子との婚約がかなり現実的な所まで内定していたのは事実だが、王子は頭が弱くてまりえ嬢は身体が弱かった。普通ならとっくに婚約を交わしている所を、娘と公爵家のその後を心配した公爵閣下は、正式な婚約はまりえ嬢の身体が大丈夫だと主治医からお墨付きをもらった一年後にすると陛下と決めていたらしい。'],['・・・ちっ！もう帰ろうよ、な空気作ったっつーのに、面倒臭いことする眼鏡の側近がいやがった。確か、宰相閣下の三男坊だったよな。やつの言葉で王子も復活しちゃったし。'],['・・・ちっ！もう帰ろうよ、な空気作ったっつーのに、面倒臭いことする眼鏡の側近がいやがった。確か、宰相閣下の三男坊だったよな。やつの言葉で王子も復活しちゃったし。'],['側近殿と王子様が何か言おうとするが、掌を出して制止する。'],['どさくさに何訳わかんないこと言ってんのかねぇ、この王子様は！'],"['「それもそうだな。父上に頼めば全く言い逃れできない証拠も揃うだろう。そうしたら貴様の終わりだな、まりえ・びびっと！」', '「それもそうだな！よし、首を洗って待ってろ、まりえ・びびっと！」']"
