ワクワク,コトコト,ヘトヘト,パクパク,クツクツ
['おら、ワクワクしてきたゾ。\n'],['後はフタをして強火の中火でコトコト煮込むだけとなる。点火‼︎\n'],['こちとら仕事終わりで、ヘトヘトなんだよ。\n'],['パクパク、もぐもぐ、ゴックン。\n'],['クツクツと煮汁が飴状になってきた。鍋を振るいながらカボチャに絡めてゆく。ほぼ水分が飛んだところで火を消して皿に盛りつけた。\n']
