スッパリ,ペットボ,ハッキリ,ホッコリ,オドビク,キログラ,ジタバタ,サッガサ,ホットコ,スッキリ,タッパタ,カップル,ハラギリ,スーパー,ザーラン,ランドロ,スッカリ,スクトッ,ガッカリ,ワイパー,サッパリ,ビクオド,タッパー,バックド,ポッカリ,ブリザー,オドソワ
1,6,7,1,1,1,1,1,1,5,2,1,2,1,2,2,1,2,2,1,2,2,5,1,2,1,1
