スッパリ,トロメリ,ピチャクチャ,グチャニチャ,ワーウル,クッキー,コロオド,ガラクタ,オードブ,バックス,スタチュー,ツヤテカ,カチャカチ,ノープラ,ノタウロ,ボーイソ,ウルスラ
1,129,29,5,3,25,1,1,2,1,1,1,2,1,1,1,214
