はっきり,けたくさ,きょろしな,しながら,すっかり,すーぱー,とっぷく,すること,ついたら,びゅーから,わいどし,ひたすら,わなかっ,ふさわし,いそうだ
1,1,1,1,2,1,5,4,1,1,1,2,1,2,1
