クラグー,ブラスタ,コンピュー,トップク,ギラドー,プラブー,グリプス,キーパー,ハッスル,ゲームク,ワーアップ,ランクス,タッキー,スーパー,フルオー,コンゲー,テクノロ,ピクサー,ランキー,ブーメラ,キークラ,サッパリ,ノーチラ,コンパク,ドタバタ
1,8,2,1,1,1,3,1,1,1,3,2,1,10,1,1,1,1,1,1,2,1,1,1,1
