キリゴキ,ペットボ,サーカス,サングラ,スッキリ,ハッピー,カップル,ヒーカッ,ワーバラ,サンプル,ザーボー,ノコギリ,クスクラ,オートロ,コウモリ,バックス,プリクラ,ガサゴソ,ガチャガチ,グーパー,ハラワタ,ゴキブリ,ポッキリ
1,11,41,5,1,1,1,2,1,1,1,1,1,1,24,1,1,2,1,2,1,2,1
