ぷらぷら,けちけち,ひらひら,じわじわ,めそめそ,そろそろ,がらがら,がたがた
['\u3000一方、館長であるはずの老人本人は気にした様子もなく、間も無く上映を迎えようとしている大画面に見入っていた。足が床まで届かないのか、小柄な老人は両足をぷらぷらと降り続けている。\n'],['「どうせ今日の上映はこれで終わりじゃからの。……館長権限じゃ、けちけち言うでない」\n'],['\u3000――そして、彼女の足元では。道端に咲き誇る蓮の花々が、肌を撫でる穏やかな風を浴びて、ひらひらと揺らめいていた。\n'],['\u3000そんな懸命に弟を守ろうとしている彼を、しるでぃあす星人達はじわじわといたぶっていた。\n'],['「いかんなぁ！\u3000いつまでも若いもんが、そうやってめそめそしてちゃあ！」\n'],['「……さて、そろそろ行くか」\n'],['\u3000席はほとんどがらがら。自分以外にも数名の客はいるが、年配者ばかり。そんな見慣れた光景を眺めながら、太嚨はお気に入りの席に着く。\n'],['\u3000ころるの後ろに隠れているけいとしんしあは、不安げな面持ちで互いの顔を見合わせている。ころるも棒切れを握って身構えてはいるが……その足は、がたがたと震えていた。\n']
