コンピュー,サバゲー,コントロ,キーワー,ツルペタ,ブースタ,クタイソ,サンダダ,サンプル,ザクレロ,スカイジ,プリンクラ,ウトプッ,ランクイ,ランキー,グチャグチ,コンパク,ブラツイ,カシャカポ
8,1,1,1,8,1,1,8,2,1,2,1,1,1,1,1,1,4,2
