ホログラ,コンピュー,コントロ,ランカラ,プリザー,カップル,サースク,ノープス,キーボー,フラワー,ブラコン,キャッスル,テクノロ,コンメー,ウロチョロ,カラバッ,トロポリ,コンサー,ドサクサ
1,26,18,1,1,2,6,17,1,3,1,14,3,1,1,29,1,1,2
