にやにやにたにた,けたけたきゃっきゃっ,ぐしょぐしょぐちょぐちょ,ちらちらぎりぎり,もじもじおろおろ,どきどきわくわく,うろうろつらつら,にこにこにやにや,しくしくしこしこ,はきはきにこにこ,はらはらどきどき,へこへこぺこぺこ
2,1,1,1,1,5,1,1,1,1,1,1
