シャーワー,コンピュー,ジタバタ,コントロ,バクスタ,カタコン,スラスタ,クッキー,サンプル,ガラクタ,テクノロ,ランサー,フットボ,ノープラ,モロコシ,ケットボ,ランデブ
1,10,1,5,4,1,1,8,1,10,1,1,22,1,1,2,10
