ホログラ,ハッキリ,マザコン,パッカパ,キロラン,コンピュー,ベロメー,ジタバタ,クタスク,コントロ,ズタボロ,ポコスカ,フルメタ,ズキンズキ,ドーボク,ドシスタ,スラスタ,ガッチリ,スッキリ,カタスク,スカウト,ミシギシ,ハッピー,ボクサー,カップル,スクドー,コンクー,ワーアップ,ブースタ,ノーコン,バッチリ,ザーカッ,グースカ,ゴロンゴロ,ジュードー,ワイトボ,スクラン,スーパー,サーチラ,ウトボク,バックス,キュートッ,パーカッ,ガチムチ,カチコチ,グータラ,カチャカチ,ウロコシ,ブルピー,コングラ,スーツケ,コンバッ,モロコシ,カッチカ,ガチャガチ,クッドク,ドタワー,プルタブ,サンキュー,ケットボ,ザートー,サンガタ,トップス,ホッパー,ランデブ,ビシバシ,バックド,シナプス,サンゼリ,ムズアップ,ドタバタ
4,2,2,1,1,2,1,5,2,14,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,4,1,1,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,2,1,4,1,1,3,8,4,2,5,1,1,1,1,1,1,1,1,1,5,5
