がっかり,たらこう,ずっとこ,さんもじ,かすこと,うとする,すること
['\u3000かなりがっかりな話だ。僕はみんなの管理を任されただけだった。\n'],['\u3000もちろん船自体が攻撃されたらこうはいかないだろうけど、僕らだって船を直接攻撃なんてさせない。\n'],['\u3000だから僕らには地面が必要だ。といっても僕も父さんもじいさんも、そのまたじいさんもずっとこの宇宙船『雄大な地平線号』で生まれ育ったんだから、全くぴんとこない。\n'],['\u3000だから僕らには地面が必要だ。といっても僕も父さんもじいさんも、そのまたじいさんもずっとこの宇宙船『雄大な地平線号』で生まれ育ったんだから、全くぴんとこない。\n'],['\u3000結果、予想通りというか期待通りというか、まともに動かすことは1回もできなかった。８分は確かに短いが、それでもできなさ過ぎだ。\n'],['\u3000よく理論派と感覚派がいて、それをばらんすよくできるのが望ましいというけれど、実際にやろうとすると頭でばかり考えて感覚が鈍ってしまうんだ。\n'],"['\u3000そして互いに言語など通じない相手同士だったが、どうにか翻訳し対話することに成功。結果────戦争が開始されることになった。\n', '\u3000でもそれを可能にする方法がある。みゅーちゅあるあならいずを搭載することだ。\n']"
