フラクタ,ホログラ,バックラ,コンピュー,トロスー,コントロ,トップク,コンパー,スラスタ,ザーコン,スカウト,キーパー,スクドー,キーボー,パッチリ,ザーブー,メタセコ,サンプル,サーチラ,ツーピー,サーモグ,カリグラ,キロメー,カチャカチ
1,42,2,15,1,16,2,4,2,4,1,1,1,1,2,1,1,2,2,1,2,1,2,1
