ちょろちょろ,ぶつぶつ,ふわふわ
['なのにあいつは俺の後ろでちょろちょろしてやがる。上司の目線がそれを追っているのがわかる。あ、顔をしかめた。'],['俺はこーひーを二人分淹れながらあいつに聞いてみる。あいつは俺に背を向けて、なんだかよくわからないことをぶつぶつ呟いている。'],['俺たちはいま辺境の恒星系にいる。過去の戦争で破壊された宇宙艦の残骸がよどみ、敵味方双方の死体も山ほどふわふわしてて、とても快適とは言い難い景色だ。']
