ワーフラ,ペッパー,ブラスタ,タジボー,ワープラ,コントロ,スラスタ,スカウト,キーパー,ワーバラ,テラノー,ザーバシ,テクノロ,サブサー,パラメー,ランクイ,キロメー
1,18,10,17,3,2,2,1,1,1,5,1,1,13,1,1,1
