ペッパー,ブラスタ,コンピュー,ワープラ,コントロ,ノーサー,トップク,フラワー,パープル,パラメー,ブラボー,ギーコン,キロメー,パーセカ,トップス,ランデブ,パーゲー,ムズアップ
1,26,1,26,2,1,1,5,1,1,58,1,5,1,1,4,1,1
