つけねば,がささや,すらすた,もわずか,こんぴゅー,こんとろ,めきしこ,するとこ,のろけっ
['\u3000勝たねばならない。そしてあーすまんの量産に道をつけねばならない。ぶらっくないとは一個ではなく、地球の周囲に少なくとも五(・)個(・)が確認されているのだから。'],['\u3000六年後にはあめりか海軍が、極軌道に極めて近い特異な軌道を持つ、黒色の物体を観測している。様々な憶測がささやかれ、その中には「一万年以上前に外宇宙から飛来して地球を監視している」という怪しげなものまであった。'],['\u3000操船を担当していたらんど中尉が船首逆噴射推進器(りばーす・すらすたー)をいっぱいに噴射して減速をかけ、高度を下げようと試みた。'],['\u3000自分自身がこの機体に乗り込めたのは、客観的に言えば僥倖というほかはない。こくぴっとは一人乗り、補欠要員を含めてもわずか三名の枠に、統合軍の最優秀ぱいろっと三十人が殺到したのだ。'],['\u3000不規則で奇怪な形状を持つ巨大な黒い物体が、見かけ上はゆっくりと、だが容赦ない速度で近づいてくる。航法こんぴゅーたーが解析したその物体の軌道は、９０％の確率でぴり・れいすと衝突するこーすをとっていた。'],['〈こちら管制室こんとろーる。突入を許可する。幸運を〉'],['\u3000人類初の衛星高度邀撃機「あーすまんⅠ」は、にゅーめきしこ州あぷはむのほわいとさんず宇宙基地に設置された、長大なりにあもーたー式かたぱるとによって緩やかに加速され、三分三十秒後に離昇(りふとおふ)。'],['\u3000「それ」が初めて人類の認識するところとなったのは、遠く冷戦時代の昔。１９５４年のことだ。'],['\u3000そのかわり、推進器は旧来のろけっとでしかない。対して、向こうの駆動方式は見当もつかない。']
