がくがく,ごほごほ,ぽろぽろ,べちょべちょ,よれよれ,ごつごつ,ぐらぐら,にこにこ,そろそろ,げらげら,ぼろぼろ,ぱくぱく,ぼこぼこ
['就寝前と打って変わって私はがくがくと震えながら椅子に座っている。\n'],['ごほごほと咳き込むが、やっとまともに呼吸出来る。\n'],"['自然と涙がぽろぽろと流れ出てくる。\n', '涙がぽろぽろと流れずぼんにしみを作り出し、口からは嗚咽にも似た音が止まる事無く出続ける。\n', '時間も場所も関係ない、いきなり涙がぽろぽろと流れ出る。\n', '涙がぽろぽろ流れる。\n']",['靴下も汗でべちょべちょになっており、絞れば汗が出てくるだろう。\n'],['私はぼろぼろと泣きながら、とっくによれよれになってしまった手紙に顔をうずめ、泣きじゃくった。\n'],['足元にはごうごうと音を立てて流れる巨大な川が、周りにはごつごつとした岩肌が・・・。\n'],['地震でもないのに地面がぐらぐらと揺れる感覚が止まらない。\n'],"['彼ら彼女らはすくーるかーすと上位の生徒ににこにこと話しかける。\n', '彼女はにこにこと素晴らしい笑顔で「軍に入れば将来の選択肢が格段に増える」としきりに説明しはじめた。\n']","['そろそろ私の任地に到着するはずだ。\n', '「おい支配人のねーちゃん、そろそろほてるに到着するぞ。準備しとけよ」\n']",['司令官や参謀達はげらげら笑い、地球に逆らう愚か者の最期を肴に祝宴の準備を始めた。\n'],"['私はぼろぼろと泣きながら、とっくによれよれになってしまった手紙に顔をうずめ、泣きじゃくった。\n', 'もう何度も読んだ手紙は既にぼろぼろになりつつある。\n']",['口をぱくぱくさせ、何か言おうとしても、何も声が出てこない。\n'],['いくつものくれーたーでぼこぼこになった衛星は、まるで月の裏側の様だ。\n']
