ゴキブリ,サーチラ,ランカス
"['\u3000ゴキブリのような動きでグレート民主主義は前進する。\n', '\u3000ゴキブリのような動きでグレート民主主義は前進する。\n', '\u3000グレート民主主義フェイズ1がゴキブリ宜しくビル外壁を高速横移動すると、引き剥がされた外壁が重量物として避難民の頭上に降り注いだ。\n']",['\u3000基地の近くに突き刺さっているランカスター爆撃機の残骸がまだ新しいように、この基地を狙った英空軍の大博打は失敗に終わっていたが、幾筋ものサーチライトで照らされた空はハウニブ夜戦型によって完全に守られている。\n'],['\u3000基地の近くに突き刺さっているランカスター爆撃機の残骸がまだ新しいように、この基地を狙った英空軍の大博打は失敗に終わっていたが、幾筋ものサーチライトで照らされた空はハウニブ夜戦型によって完全に守られている。\n']
