からうら,びかけた,うとする
['「くそ。たとえ死んだって、あの世からうらんでやる」'],['\u3000たきおん通信で様子をうかがっていた下士官が呼びかけた。'],['\u3000人々は固唾をのんで見守った。地球人を守ろうとするのは、ほかならぬ地球人を殺そうとした最終兵器の数々だった。']
