ベチョベチョ,ゴツゴツ,ゲラゲラ,ヨレヨレ,ポロポロ,パクパク,グラグラ,ゴホゴホ,ボコボコ,ボロボロ,ガクガク,ニコニコ
['靴下も汗でベチョベチョになっており、絞れば汗が出てくるだろう。\n'],['足元にはゴウゴウと音を立てて流れる巨大な川が、周りにはゴツゴツとした岩肌が・・・。\n'],['司令官や参謀達はゲラゲラ笑い、地球に逆らう愚か者の最期を肴に祝宴の準備を始めた。\n'],['私はボロボロと泣きながら、とっくにヨレヨレになってしまった手紙に顔をうずめ、泣きじゃくった。\n'],"['自然と涙がポロポロと流れ出てくる。\n', '涙がポロポロと流れズボンにシミを作り出し、口からは嗚咽にも似た音が止まる事無く出続ける。\n', '時間も場所も関係ない、いきなり涙がポロポロと流れ出る。\n', '涙がポロポロ流れる。\n']",['口をパクパクさせ、何か言おうとしても、何も声が出てこない。\n'],['地震でもないのに地面がグラグラと揺れる感覚が止まらない。\n'],['ゴホゴホと咳き込むが、やっとまともに呼吸出来る。\n'],['いくつものクレーターでボコボコになった衛星は、まるで月の裏側の様だ。\n'],"['私はボロボロと泣きながら、とっくにヨレヨレになってしまった手紙に顔をうずめ、泣きじゃくった。\n', 'もう何度も読んだ手紙は既にボロボロになりつつある。\n']",['就寝前と打って変わって私はガクガクと震えながら椅子に座っている。\n'],"['彼ら彼女らはスクールカースト上位の生徒にニコニコと話しかける。\n', '彼女はニコニコと素晴らしい笑顔で「軍に入れば将来の選択肢が格段に増える」としきりに説明しはじめた。\n']"
