しばかり,はっきり,ちらこそ,もこちら,だったか,たっぷり,かってく,からしば,らんでぶ
['\u3000少しばかり行き足が付きすぎているので、減速までする始末だ。'],['\u3000そんなわけで、彼らの地球軌道への到着はどうやら十数年後らしいということがはっきりした。'],['「こちらこそ残念だよ。今日こそ侵掠の意思を改めてくれると期待していた」'],['「まぁ、そういうわけにもいかないよ。こちらにもこちらの事情がある」'],['\u3000当代のMr.おるぼーるどが業務を引き継ぐ前の交渉担当者は彼だったからだ。'],['\u3000但し、時間だけはたっぷりあった。'],['\u3000既知の自然現象に従い、着々と、確実に、太陽系外から内惑星系へと向かってくる。'],['\u3000それからしばらくして、息子から今日と同じことを私は告げられるわけだ。'],['\u3000これまでは地球軌道へのらんでぶーを目的として航行していたが、今は真っすぐに太陽を目指して飛んでいるのだという。']
