サブスク,プルブラ,ホログラ,ジュードブ,ブラスタ,コンピュー,コントロ,コソドロ,スラスタ,ガッチリ,パースカ,サングリ,ハッピー,ガシャガシ,キーボー,フルオー,ワークラ,プルキー,プリンクラ,コツスク,キロメー,コンバッ,コンパク,ウラジミ,フルブー,オーバラ
1,2,1,1,3,6,18,1,10,1,1,2,1,1,4,1,1,1,1,1,1,1,1,18,1,1
