おいたら,よろしく,もわたっ,からこち,うところ,からおー,ことだっ,ことぐら,こうから,すること,しなかっ,だらしな,もこうし,わなかっ,がらくた,うしたら
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
