ホログラ,ハッキリ,ズルフラ,コントロ,コンスイ,カステラ,ブラザー,キーワー,パーワー,フルスイ,ザーコン,スカウト,ボクサー,ブランケッ,カップル,キーボー,バッチリ,クッキー,スーキャッ,ワイトボ,スラグショ,サンプル,フルオー,ガラクタ,ジャーキー,ブラボー,スクトッ,ダッフル,グチャグチ,ヘッポコ,スーツケ,ケットボ,コンパク,ランドキ,ムシャムシ,ムズアップ
42,6,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,15,1,1,2,2,1,1,1,1,1,1,4,1,2,2,1,1,1,2
