かったた,はっきり,しながら,もだめー,ごきぶり,だったら,ことすら,つかのろ,ことだっ,がばらん,ぬくもり,だったか,すらびく,さーもぐ,とっぷく,もしゃわー,すること,くつもり,しなかっ,とっくに,もりだっ,しとしな,かったら,かったか,いそうだ
1,3,4,1,1,2,1,1,1,1,1,3,1,1,1,1,11,1,1,1,1,1,1,1,1
