ゲームニュ,スクワー,ブラスタ,ワープラ,コントロ,ジーウル,スラスタ,キーワー,サングラ,スタスラ,キロクラ,スカウト,ハッピー,カップル,ベリスク,ギープラ,ブースタ,ヨロシク,チリカチ,ブラコン,ワイドシ,サンプル,スクラン,スーパー,フルオー,ワーゲー,テクノロ,ミリオタ,グスペッ,ツイスタ,ブーメラ,パタタタ,ハラドキ,ノタウロ,ケットボ,コンパク,ギーキュー
1,1,12,5,8,2,15,1,2,1,2,4,1,1,15,52,4,1,1,1,1,1,1,1,1,1,4,1,4,1,3,1,1,1,1,4,28
