ハッキリ,コンピュー,サングラ,ガッチリ,ドブラン,フラガラ,ブースタ,ブルワー,サンプル,スーパー,パラメー,バックス,キロメー,ザックバラ,コンバッ,サッパリ,ブルヘッ
3,1,1,1,3,204,1,56,2,1,3,1,7,2,1,1,1
