ペットボ,ホログラ,タタタッ,コンピュー,グラスタ,キログラ,ワープラ,コントロ,トップク,キーワー,サングラ,スカウト,ハッスル,カップル,ヒッグス,ゲームク,ヒーカッ,ボリスラ,ランクス,サンプル,スクラン,スーパー,ガラクタ,スクリュー,キロギリ,カラフル,キロメー,ブーメラ,プリクラ,ランポリ,ノープラ,スーツケ,ビカメラ,バッサバ,トロベリ,トーブリ,ゴキブリ,コンプリ,テラピー,ドタバタ
4,5,1,5,27,1,2,1,1,7,3,3,1,41,2,1,3,14,3,3,3,2,1,2,2,3,4,10,1,1,2,1,2,1,1,1,1,1,1,1
