キョロキョロ,バッサバッサ,ジリジリ,グズグズ,ギリギリ,ベタベタ,ウキウキ,ニコニコ
['同じ扉がいくつも並ぶ通路をキョロキョロと見回すマデリーンさん。ここがどういう場所なのか、不安なようだ。\n'],['だがこの剣闘士、バッサバッサとその手下を切り捨てる。ところが、木の上からオークが剣闘士の頭部をめがけて剣で襲い掛かる。あわやというところで、助っ人が現れて一命をとりとめる。\n'],['ぐるりと取り囲む強盗達。警戒しつつも、ジリジリと迫ってくる。このままでは危ない。私は牽制のため銃を取り出す。目盛りを半分ほど回して、地面にめがけて1発撃った。\n'],['「ダニエル！もう、何グズグズしてんのよ！早く行くわよ！」\n'],['「駆逐艦っていうのはあれ全部が大砲みたいなもので、全身を使って強力なビーム砲をぶっ放すんです。射程距離は30万キロ、その射程ギリギリで撃ち合うというのが、宇宙での標準的な戦闘らしいです。それで、少しでも命中率を上げるために、日々砲撃の練習をするんですよ。」\n'],['「ちょ、ちょっとあんた！ベタベタ引っ付かないでよ！ただでさえ暑苦しいんだから！」\n'],['王都の真上に待機する駆逐艦に向かって、ぐんぐんと上昇する哨戒機。はじめはウキウキ顔だったマデリーンさん、高度5000を超えたあたりから、顔が険しくなってくる。ちょっと不安になったようだ。\n'],"['丸顔で、ニコニコと無邪気な笑顔を見せるマデリーンさん。この顔を見たら、急に実感が湧いてきた。私はマデリーンさんと、一緒になってしまったんだと。\n', 'だが、ロサさんを見るとニコニコと笑顔を振りまいている。極度の人見知りで、一度会った私ともまだ会話を交わしたことのないロサさん。それが初対面のアルベルト少尉のそばにいながら、不快な思いをした形跡を感じられない。一体どういうことなのか？\n']"
