ぎりぎり,ぼさぼさ,がたがた,よろよろ
['女王はぎりぎりのところで思い出した。片面が赤く、片面が白いこの林檎は赤い側がより多く日照を受けている。太陽のせいか、あるいは枝と接触して実ったからか、白い側はわずかに小さかったことを。差し出された４つ切り林檎のうち、小さい方を選んでできうる限りりすくを減らし、そして体格差による致死量の差。最後の最後で悪運は女王に味方した。'],['乱闘でぼさぼさになった髪の王子はそう言うと白雪姫に口づけした。'],['王子と【小人】は白雪姫をよそに取っ組み合いの喧嘩を始めた。その間棺はがたがた揺れまくる。何度も揺らしているうちにとうとう白雪姫が地面に落ちてしまった。'],['忍ばせてきたないふで止めを刺す余裕はない。もはや白雪姫は助からないのだ。ここで倒れれば私が殺したことは明らか。しかもこんな老婆の変装のままくたばっているところを誰かに見られるのは死ぬことそのものよりも耐え難い。女王は廃坑を後にするとよろよろとした足取りで、しかし決して歩みを止めることなく城に急いだ。']
