クタワー,ヒーゼリ,カックイ,ゴロイラ,スカウト,ウロボロ,バックス,スッキリ,ニュルビリ,ブーメラ,ジタバタ,マジキュー,コントー,タッパー,ブルピー,ハッキリ,ノーゲー,ガタタッ,ザーコン,ボクサー,ポッキリ,ペロポテ,ワーアップ,キーワー,ブストー,コントロ,ブラチラ,コリゴリ,ビシバシ,バッチリ,ホッコホ,ゴキブリ,ランスタ,フットー,ジリスク,バリカタ,トースタ,パッチリ,ワイトク,ヨロシク,カッパー,トップス,サッパリ,ノーサン,ビカメラ,マジムカ,カチャカチ,クッキー,スーパー,ウトサー,カップラ,シャッフル,ガッチリ,トッパー,パッパー,カップル,ガッカリ,コホンコホ,ピードキ,プルンプル,ケロベロ,メキシコ,ドーボク,ピースカ,ハッスル,ゴリザー,サラダボ,シクヨロ,テクノロ,ヌケサク,コンプリ,ガチオタ,ヌルオタ,キーボー,バチコン,ムカスタ,バチビリ,クイメー,ガッハッ,ペットボ,クスカリ,ハッピー,ポチャポチ,ノーブラ
1,1,1,1,1,2,2,7,1,2,1,1,1,3,3,21,1,1,2,1,1,1,1,1,3,3,1,1,1,3,1,18,1,2,1,1,2,1,1,5,1,1,6,1,1,1,1,1,11,1,1,2,3,2,1,12,1,1,1,1,2,1,1,1,6,1,1,1,2,1,3,1,1,3,1,1,1,1,1,1,2,7,1,14
