ぼこぼこ,とげとげ,はっはっ,ぷるぷる,ざわざわ,めりめり
['鍛冶屋の裏手に捨ててあったぼこぼこになった鉄兜を貰ってきたので、そこに水を汲んで焚火の傍に置く。'],['「大量の魔石を売った金で、破城槌に鉄板ととげとげを埋め込み攻撃力を大幅に上げることに成功した」'],['「はっはっは！この魔王城の門を通るには邪神の」'],['\u3000王様の両隣にいる二人だけが無傷だが、両方とも老人だ。ぷるぷるしてる。無傷だが最初から戦える状態にない。たぶん、この謁見の間で一番強いのは王様。'],"['\u3000ざわざわっと騒ぐ声がする。俺たちは馬小屋なのかとか、すげぇ人間扱いじゃねぇとか。', '\u3000ざわざわが大きくなる。おめぇんとこの坊主強いぞとか、さすが勇者の末裔だ頭おかしいぞとか。やかましい。']",['\u3000めりめりめりどどーん。']
