スカウト,スクワー,グチャグチ,ワイトボ,カタコト,ボクサー,スイメー,スーツケ,キラパラ,バタフラ,チョコドー,バッチリ,ランスタ,トースタ,トップス,ビカメラ,グスタジ,スーパー,キリバラ,サングラ,コツトッ,ドタバタ,オートロ,キーボー,ペットボ,コンプラ
5,2,2,5,1,1,1,1,16,1,1,5,1,3,1,1,1,4,1,2,1,2,2,1,1,2
