コツコツ,ドキドキ,イライラ,ペロペロ,カタカタ
['\u3000渡ってくる風と一緒に陽の光も入ってくるのに、誰もいないせいか、ひどく静かで張り詰めた空気だ。コツコツと氷を踏む音だけが響く。\n'],"['\u3000なんでこんな一言でドキドキしないといけないんだろう。\n', '「もう！\u3000すごくドキドキしたんだから！\u3000でも、やっぱりお兄ちゃんだわ！」\n', 'すごくドキドキとした瞳で俺を見上げてくる。さっきまで寮で一人になると思って、しょげていた顔とは対照的だ。\n', '\u3000だって、人間の女の子を見てドキドキとするから。そんな不純な自分の種別確定はアーシャルにはとても言えない。\n']","['「ああ、イライラする！」\n', '\u3000ああ、イライラする。\n']","['――その年でペロペロキャンディーを選ぶな！\n', 'そう尋ねる竜の手には黄色と白のペロペロキャンディが握られている。それを少しずつ舐めながら、物珍しそうに人間の街を見回す姿に、俺は苦笑を浮かべた。\n']",[' 土から飛び出した最早生きていない｜死導屍《しどうし》達は、とうに光を失った落ち窪んだ眼窩で俺を見つめていた。その開いたままの口からは、息さえしていないのに、死者の腐臭を微かに吐き出す際に歯が鳴るカタカタという音が響く。\n']
