けたから,くだから,むしたぷ,はっきり,こんがり,てかぼちゃ,こんぱく,くっきり,よろしく,こうもり,がぶつか,するから,さっそく,だったじ,くださっ,だったら,しなくちゃ,にこもり,ことだっ,うとさん,くすぐっ,もそうじ,けたぱく,うだから,ぐしゃもぐ,くっきー,だったか,つけたら,たっぷり,きちぎり,かっぷる,がっかり,こうから,すること,しくする,つけてく,しこちら,たらしく,ばっかり,くつもり,かすこと,もそもこ,さんこん,のしすた,ひたすら,つかぼちゃ,くすすた,つーとっ,かったら,わなかっ,かったか,けっこう,くださー,うしたら,うだわさ
1,1,1,1,3,1,11,1,1,1,1,1,6,1,1,1,2,1,1,1,1,1,1,2,1,9,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1
