ざーから,どたばた,さんぷる,くらいが,てくのろ,ちらから,うとする,しながら,うところ,さっそく,ついにや,だったか,しくつい,くたばっ,ぷるから,すること,ぎとこち,かすから,めそうと,かったか,どさくさ,うしたら
1,1,3,1,2,1,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2
