チラクサ,スカウト,ブツクサ,ジャーキー,グチャグチ,クラサク,ポッキリ,キーワー,メージト,ビシバシ,バッチリ,ムシャムシ,サッパリ,スクラン,クッキー,スーパー,ガッカリ,ピースタ,グータラ
1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,1,6
