ギリギリ,ガリガリ,ポツポツ
['\u3000明日は土曜なので急いでやる必要もないのだが、面倒な事を後回しにするのは良くない。下手に後回すとそれこそギリギリで課題に追われる子供みたいになってしまう。'],['\u3000精神力をガリガリと削られた僕は、迷わずベッドにダイブしそのまま目を閉じた。丸付けは明日で良いや。'],['『あれ、て言うかポツポツ雨降って来てない？ 雨降って来たじゃん※』']
